UNIQUE_CARRIER:14070:<string>,ORIGIN:14070:<string>,origin_passengers:14070:<double>
KAH,AST,2
KAH,AUN,2
KAH,BDY,26
KAH,BFI,14736
KAH,BIL,6
KAH,BLI,33
KAH,BOI,9
KAH,BZN,4
KAH,CLM,3
KAH,COE,21
KAH,COS,0
KAH,CXH,16
KAH,DHB,1937
KAH,DLS,5
KAH,EAT,6
KAH,EGE,2
KAH,ESD,9199
KAH,EUG,12
KAH,FBS,6167
KAH,FCA,26
KAH,FRD,10662
KAH,FVO,1
KAH,GEG,25
KAH,HIO,20
KAH,HSH,2
KAH,HWD,3
KAH,JAC,9
KAH,KEH,8196
KAH,KTN,0
KAH,LGB,3
KAH,LKE,27698
KAH,LPS,1960
KAH,LWS,0
KAH,MSO,16
KAH,MVW,4
KAH,MWH,7
KAH,MYL,4
KAH,OAK,2
KAH,ODW,1
KAH,OLM,0
KAH,OR1,4
KAH,OR4,6
KAH,OTH,45
KAH,OTS,2
KAH,PAE,217
KAH,PAO,2
KAH,PDT,2
KAH,PDX,9
KAH,PGA,2
KAH,PSC,19
KAH,PUL,3
KAH,PUW,1
KAH,QBC,3
KAH,RCE,4699
KAH,RDM,22
KAH,RNT,2
KAH,RSJ,1419
KAH,SBA,2
KAH,SFF,28
KAH,SFO,0
KAH,SHN,0
KAH,SMO,8
KAH,SQL,6
KAH,SQV,4
KAH,SUN,12
KAH,SUO,10
KAH,TIW,11
KAH,TRM,2
KAH,TTD,11
KAH,TWD,8
KAH,TWF,0
KAH,UDD,2
KAH,VNY,1
KAH,VUO,10
KAH,VWE,1
KAH,VWO,4
KAH,WA5,6
KAH,WQC,0
KAH,WSX,1014
KAH,WVI,0
KAH,XWW,3
KAH,XXS,5
KAH,YAZ,24
KAH,YBL,38
KAH,YCD,11
KAH,YKA,4
KAH,YKM,12
KAH,YLW,1
KAH,YPW,0
KAH,YQH,2
KAH,YQQ,2
KAH,YVR,36
KAH,YWH,8978
KAH,YYC,5
KAH,YYJ,338
KAH,YZT,79
KAH,ZNA,1662
KAQ,AMA,0
KAQ,AMS,0
KAQ,ANC,0
KAQ,ATL,0
KAQ,AUS,0
KAQ,BRU,0
KAQ,CAN,0
KAQ,CGO,0
KAQ,CVG,0
KAQ,DFW,0
KAQ,DMA,0
KAQ,DTW,0
KAQ,EDF,0
KAQ,EWR,0
KAQ,FAI,0
KAQ,GUM,0
KAQ,HFE,0
KAQ,HKG,0
KAQ,HNL,0
KAQ,IAH,0
KAQ,ICN,0
KAQ,JFK,0
KAQ,KOA,0
KAQ,LAX,0
KAQ,LEJ,0
KAQ,LGG,0
KAQ,LIM,0
KAQ,MCO,0
KAQ,MEM,0
KAQ,MIA,0
KAQ,MLB,0
KAQ,MSP,0
KAQ,NGO,0
KAQ,NLU,0
KAQ,NRT,0
KAQ,ONT,0
KAQ,ORD,0
KAQ,OSC,0
KAQ,PAM,0
KAQ,PHL,0
KAQ,PHX,0
KAQ,PVG,0
KAQ,RSW,0
KAQ,SDF,0
KAQ,SEA,0
KAQ,SFO,0
KAQ,SJU,0
KAQ,SWF,0
KAQ,UIO,0
KAQ,YHM,0
KAQ,YQM,0
KAT,ADQ,5
KAT,AKN,7971
KAT,ANC,2692
KAT,ANI,0
KAT,BET,11
KAT,DLG,178
KAT,EGX,0
KAT,EMK,0
KAT,ENA,4
KAT,GAL,28
KAT,HPB,7
KAT,IGG,0
KAT,ILI,7
KAT,KOT,0
KAT,KSM,0
KAT,LKK,815
KAT,MLL,15
KAT,OLH,9
KAT,OOK,6
KAT,PIP,5
KAT,PTU,4
KAT,RBH,6464
KAT,SCM,8
KAT,TOG,10
KAT,WWT,0
KD,ANC,0
KD,BGR,0
KD,BLV,0
KD,BTS,0
KD,CHS,0
KD,CVG,0
KD,CVS,0
KD,DFW,0
KD,DNA,0
KD,DOV,0
KD,EDF,0
KD,EIL,0
KD,EWR,0
KD,FAI,0
KD,FAT,0
KD,GOT,0
KD,GPT,0
KD,HHN,0
KD,HIF,0
KD,HIK,0
KD,HKG,0
KD,HNL,0
KD,IAD,0
KD,ICN,0
KD,IWK,0
KD,LAX,0
KD,LCK,0
KD,LSV,0
KD,MCC,0
KD,MIA,0
KD,MSJ,0
KD,N1C,0
KD,NGU,0
KD,NIP,0
KD,NLU,0
KD,NRT,0
KD,NSY,0
KD,NTD,0
KD,NUW,0
KD,OKO,0
KD,ONT,0
KD,ORD,0
KD,OSN,0
KD,OST,0
KD,PAP,0
KD,PHL,0
KD,POB,0
KD,RCA,0
KD,RIV,0
KD,ROZ,0
KD,RSW,0
KD,RZE,0
KD,SCL,0
KD,SDF,0
KD,SHV,0
KD,SJU,0
KD,SNN,0
KD,SPM,0
KD,SUU,0
KD,TCM,0
KD,TPE,0
KD,UAM,0
KE,ANC,0
KE,ATL,110897
KE,BOS,82787
KE,CGO,0
KE,DFW,75284
KE,GRK,266
KE,GUM,103674
KE,HNL,91160
KE,IAD,84403
KE,ICN,1449182
KE,JFK,242670
KE,LAS,68383
KE,LAX,253491
KE,LIM,0
KE,MIA,0
KE,MSP,0
KE,ORD,85403
KE,OSN,263
KE,PVG,0
KE,SEA,87578
KE,SFO,104075
KE,SUU,0
KE,TCM,256
KE,YEG,0
KE,YHZ,0
KE,YWG,0
KE,YYZ,0
KFQ,AUS,2
KFQ,BCN,4
KFQ,BUD,2
KFQ,DAL,3
KFQ,FAR,7
KFQ,FLL,16
KFQ,IAD,4
KFQ,LAS,2
KFQ,LAX,11
KFQ,LBG,19
KFQ,LCA,9
KFQ,MAD,4
KFQ,MLA,8
KFQ,TEB,36
KFQ,VNY,0
KG,AIA,4206
KG,ALS,12227
KG,ATL,753
KG,ATY,14132
KG,CEZ,8799
KG,CVN,12031
KG,DBQ,1024
KG,DEN,67995
KG,DFW,6001
KG,EAR,10550
KG,IWD,7090
KG,MCK,2707
KG,MKG,963
KG,MKL,976
KG,MSP,11524
KG,ORD,12776
KG,PHX,8333
KG,PIR,14880
KG,TEX,10553
KG,TVF,8675
KH,HNL,0
KH,ITO,0
KH,KOA,0
KH,LIH,0
KH,OGG,0
KL,AMS,1080180
KL,ATL,147818
KL,AUS,34515
KL,BOS,43071
KL,IAD,78000
KL,IAH,75037
KL,JFK,231661
KL,LAS,57118
KL,LAX,161120
KL,MIA,16357
KL,MSP,32150
KL,ORD,83555
KL,PDX,7440
KL,SFO,93021
KL,SLC,23749
KLQ,AFW,0
KLQ,ALO,0
KLQ,ANB,0
KLQ,ANU,0
KLQ,AUS,0
KLQ,AZA,0
KLQ,BDL,0
KLQ,BFI,0
KLQ,BJX,0
KLQ,BMI,0
KLQ,BNA,0
KLQ,BTL,0
KLQ,BTV,0
KLQ,BWI,0
KLQ,BZN,0
KLQ,CAE,0
KLQ,CAK,0
KLQ,CGI,0
KLQ,CHA,0
KLQ,CHS,0
KLQ,CID,0
KLQ,CKB,0
KLQ,CLE,0
KLQ,CMH,0
KLQ,CMW,0
KLQ,CNO,0
KLQ,CVG,0
KLQ,DAL,0
KLQ,DAY,0
KLQ,DCU,0
KLQ,DEN,0
KLQ,DFW,0
KLQ,DHN,0
KLQ,DRT,0
KLQ,DTW,0
KLQ,ELP,0
KLQ,EVV,0
KLQ,EWR,0
KLQ,FDY,0
KLQ,FPO,0
KLQ,FRG,0
KLQ,FWA,0
KLQ,GDC,0
KLQ,GSO,0
KLQ,GSP,0
KLQ,GYY,0
KLQ,HAV,0
KLQ,HGR,0
KLQ,HMO,0
KLQ,HOG,0
KLQ,HOU,0
KLQ,HRL,0
KLQ,HSV,0
KLQ,IAG,0
KLQ,IAH,0
KLQ,ICT,0
KLQ,IND,0
KLQ,JVL,0
KLQ,KIN,0
KLQ,LAX,0
KLQ,LCK,0
KLQ,LEX,0
KLQ,LIT,0
KLQ,LRD,0
KLQ,LWS,0
KLQ,MCI,0
KLQ,MEI,0
KLQ,MEM,0
KLQ,MEX,0
KLQ,MFE,0
KLQ,MGA,0
KLQ,MGM,0
KLQ,MIA,0
KLQ,MID,0
KLQ,MKC,0
KLQ,MKE,0
KLQ,MQY,0
KLQ,MSP,0
KLQ,MSY,0
KLQ,MTY,0
KLQ,NAS,0
KLQ,OAK,0
KLQ,OGD,0
KLQ,OMA,0
KLQ,ONT,0
KLQ,OPF,0
KLQ,ORD,0
KLQ,OSC,0
KLQ,PAE,0
KLQ,PAP,0
KLQ,PBC,0
KLQ,PBG,0
KLQ,PHL,0
KLQ,PLS,0
KLQ,PSK,0
KLQ,PSM,0
KLQ,QRO,0
KLQ,RFD,0
KLQ,RIC,0
KLQ,ROC,0
KLQ,RWI,0
KLQ,SAL,0
KLQ,SAN,0
KLQ,SAP,0
KLQ,SAT,0
KLQ,SDF,0
KLQ,SDM,0
KLQ,SHV,0
KLQ,SLC,0
KLQ,SLP,0
KLQ,SLW,0
KLQ,SNU,0
KLQ,STL,0
KLQ,SUS,0
KLQ,TCL,0
KLQ,TOL,0
KLQ,TUL,0
KLQ,TUP,0
KLQ,TUS,0
KLQ,YHM,0
KLQ,YIP,0
KLQ,YNG,0
KLQ,YQG,0
KLQ,YUL,0
KLQ,YUM,0
KLQ,YXU,0
KLQ,YYC,0
KLQ,YYT,0
KO,7AK,28
KO,ADK,4
KO,ADQ,10
KO,AKB,0
KO,AKN,1920
KO,ANC,5007
KO,ANI,0
KO,ANV,183
KO,BET,164
KO,CDB,176
KO,CDV,6
KO,DLG,495
KO,DUT,1886
KO,EGX,0
KO,EMK,24
KO,ENA,0
KO,FAI,30
KO,GAL,190
KO,HCR,15
KO,HOM,8
KO,IKO,0
KO,ILI,0
KO,JNU,10
KO,KGX,7
KO,KLG,0
KO,KLW,0
KO,KSM,32
KO,KTN,10
KO,MCG,28
KO,MDO,1
KO,NCN,0
KO,NLG,0
KO,PSG,0
KO,PTH,0
KO,SDP,2026
KO,SHX,19
KO,SIT,10
KO,SMK,5
KO,SNP,45
KO,STG,0
KO,SXQ,0
KO,TEK,0
KO,TOG,422
KO,VZY,171
KO,WRG,0
KO,YAK,6
KQ,JFK,75398
KQ,NBO,80958
KU,JFK,53588
KU,KWI,58622
KX,BWI,95
KX,DEN,3484
KX,GCM,94266
KX,JFK,14215
KX,LAX,7880
KX,MIA,47994
KX,MSP,131
KX,PBI,156
KX,TPA,23537
KZ,ANC,0
KZ,DFW,0
KZ,FAI,0
KZ,HKG,0
KZ,IAH,0
KZ,JFK,0
KZ,LAX,0
KZ,NRT,0
KZ,ORD,0
KZ,PDX,0
L2,A20,0
L2,AA8,0
L2,ABL,0
L2,AET,0
L2,AIN,0
L2,AKN,0
L2,AKP,0
L2,ANC,0
L2,ANI,0
L2,ANX,0
L2,ARC,0
L2,ATK,0
L2,BET,0
L2,BFI,0
L2,BKC,0
L2,BRW,0
L2,BTI,0
L2,CHS,0
L2,CIK,0
L2,CNO,0
L2,CUN,0
L2,CUU,0
L2,CZF,0
L2,CZM,0
L2,DAL,0
L2,DFW,0
L2,DUT,0
L2,EDF,0
L2,EHM,0
L2,ELI,0
L2,ELP,0
L2,EMK,0
L2,ENA,0
L2,FAI,0
L2,FLL,0
L2,GAM,0
L2,GLV,0
L2,HOU,0
L2,IAH,0
L2,ICT,0
L2,KBC,0
L2,KIN,0
L2,KOA,0
L2,KSM,0
L2,LRD,0
L2,LUR,0
L2,MCG,0
L2,MHM,0
L2,MLL,0
L2,MQY,0
L2,NIB,0
L2,NLU,0
L2,NUI,0
L2,OME,0
L2,ORH,0
L2,OTZ,0
L2,PAE,0
L2,PAQ,0
L2,PBI,0
L2,PHX,0
L2,POS,0
L2,PQS,0
L2,PSM,0
L2,QRO,0
L2,RDB,0
L2,SAT,0
L2,SCC,0
L2,SDF,0
L2,SDM,0
L2,SDP,0
L2,SJD,0
L2,SJU,0
L2,SMK,0
L2,STG,0
L2,SVW,0
L2,TLJ,0
L2,TNC,0
L2,TUL,0
L2,UTO,0
L2,UUK,0
L2,WLK,0
L2,WTK,0
L2,YIP,0
L2,YOC,0
L2,YUM,0
L2,YYR,0
L2,YZF,0
L2,ZXF,0
L7,BOG,0
L7,GUA,0
L7,HSV,0
L7,JFK,0
L7,JRF,0
L7,LAX,0
L7,MDE,0
L7,MEX,0
L7,MIA,0
L7,NAS,0
L7,ORD,0
L7,PTY,0
L7,RSW,0
L7,SCL,0
L7,SJO,0
L7,UIO,0
L7,ZAZ,0
LA,AMS,0
LA,ANC,0
LA,BOG,10889
LA,CUN,1
LA,EZE,0
LA,FLL,0
LA,GRU,8994
LA,GUA,0
LA,GYE,0
LA,HSV,0
LA,JFK,85721
LA,LAX,107976
LA,LIM,38005
LA,LRD,0
LA,MAD,0
LA,MCO,17285
LA,MDE,0
LA,MEX,0
LA,MIA,172387
LA,MVD,0
LA,NAS,258
LA,NLU,0
LA,PBI,0
LA,PTY,0
LA,PUJ,10884
LA,SCL,319672
LA,SDQ,0
LA,UIO,0
LA,VCP,0
LA,ZAZ,0
LDQ,ALB,2
LDQ,BED,4
LDQ,BGR,5
LDQ,BOS,2
LDQ,CLU,5
LDQ,DUB,3
LDQ,EWR,5
LDQ,FOK,2
LDQ,GVA,9
LDQ,HPN,6
LDQ,IAD,7
LDQ,IBZ,9
LDQ,INN,0
LDQ,INV,7
LDQ,JFK,0
LDQ,JMK,6
LDQ,KEF,4
LDQ,LAX,2
LDQ,LBG,26
LDQ,LTN,1
LDQ,MAD,4
LDQ,MDE,7
LDQ,MIA,9
LDQ,ORD,2
LDQ,OSL,6
LDQ,PBI,0
LDQ,SEA,9
LDQ,SHN,1
LDQ,SNN,3
LDQ,SXM,7
LDQ,TEB,5
LDQ,VIE,8
LDQ,VNY,4
LDQ,ZRH,7
LF,1TX,2
LF,4NC,10
LF,AAF,4
LF,ABI,0
LF,ABQ,10
LF,ABY,0
LF,ACT,20
LF,ADS,14
LF,AGC,31
LF,AGS,16
LF,AIK,11
LF,AL6,0
LF,ALB,0
LF,ALE,8
LF,AMA,8
LF,ANB,27
LF,AND,40
LF,AOO,5125
LF,APA,7
LF,APC,10
LF,APF,17
LF,ASE,75
LF,ATL,13
LF,AUO,30
LF,AUS,72
LF,AUZ,11
LF,AVL,28
LF,AVP,11
LF,AZA,10
LF,BCT,110
LF,BDL,43
LF,BED,26
LF,BFD,0
LF,BFI,22
LF,BHM,91
LF,BIM,5
LF,BJC,14
LF,BJX,11
LF,BKG,4
LF,BKL,30
LF,BKW,18043
LF,BKX,24
LF,BLM,42
LF,BLV,0
LF,BNA,20155
LF,BOI,15
LF,BOS,25
LF,BUF,15
LF,BWG,0
LF,BWI,13435
LF,BZN,29
LF,CEC,1196
LF,CGF,6
LF,CGI,8936
LF,CHO,0
LF,CHS,12
LF,CID,0
LF,CKB,10963
LF,CLE,7
LF,CLL,30
LF,CLT,59797
LF,CMH,76
LF,CNY,10263
LF,COS,10
LF,COU,1
LF,CPR,0
LF,CPS,286
LF,CRW,3
LF,CTH,13
LF,CVG,58
LF,DAB,15
LF,DAL,86
LF,DAY,87
LF,DCA,32
LF,DEN,0
LF,DFW,15365
LF,DPA,11
LF,DSI,5
LF,DSM,20
LF,DTW,36
LF,EAR,11
LF,ECP,60
LF,EDE,8
LF,EGE,14
LF,ELD,1
LF,ELH,37
LF,ELM,0
LF,EVV,6
LF,EWR,0
LF,FCA,0
LF,FHB,2
LF,FLL,3102
LF,FOK,21
LF,FRG,192
LF,FSD,30
LF,FTW,24
LF,FTY,9
LF,FXE,25
LF,GCM,26
LF,GDC,0
LF,GEG,18
LF,GFK,14
LF,GGG,23
LF,GGT,18
LF,GHB,12
LF,GJT,6
LF,GLH,6581
LF,GSO,17
LF,GSP,26
LF,GYR,3
LF,HDN,0
LF,HOU,61
LF,HPN,3282
LF,HSH,16
LF,HSV,2
LF,IAD,83
LF,IAH,8
LF,ICT,14
LF,IDA,3
LF,ILG,19
LF,IN2,27
LF,IND,37
LF,IOW,1
LF,IRK,5611
LF,ISM,42
LF,ISP,0
LF,JAX,76
LF,JZT,16
LF,LAF,19
LF,LAN,30
LF,LAS,54
LF,LAX,12
LF,LCH,4
LF,LCI,17
LF,LEW,30
LF,LEX,28
LF,LGA,16
LF,LNK,13
LF,LNN,7
LF,LOT,8
LF,LRD,18
LF,LUK,22
LF,LUL,0
LF,LWB,8199
LF,LYH,1
LF,M91,30
LF,MBL,2109
LF,MCN,13613
LF,MCO,34
LF,MDH,1
LF,MDT,12
LF,MDW,211
LF,MFR,0
LF,MGW,1
LF,MHE,41
LF,MHR,17
LF,MHT,9
LF,MKC,15
LF,MKE,33
LF,MKL,2
LF,MMU,4
LF,MNZ,1
LF,MO6,3
LF,MQJ,24
LF,MQT,11
LF,MQY,198
LF,MRB,0
LF,MRF,0
LF,MRY,9
LF,MSL,6717
LF,MSN,0
LF,MSO,14
LF,MSP,52
LF,MSY,15
LF,MTH,19
LF,MWA,12883
LF,MWL,27
LF,MYR,0
LF,MZJ,0
LF,NAS,56
LF,NEW,11
LF,NLU,8
LF,OAK,1276
LF,OCF,0
LF,OGS,4365
LF,OMA,36
LF,OPF,239
LF,ORD,32374
LF,ORF,3
LF,ORL,39
LF,OSU,13
LF,OUN,24
LF,OWB,8831
LF,PAH,12507
LF,PBG,10821
LF,PBI,1603
LF,PDK,47
LF,PDX,29
LF,PGA,10472
LF,PGV,0
LF,PHL,19064
LF,PHX,31683
LF,PIA,10
LF,PIT,27
LF,PKB,6857
LF,PLS,13
LF,POP,17
LF,PSP,26
LF,PTK,4
LF,PUB,9
LF,PUJ,9
LF,PVD,63
LF,PVR,12
LF,PWA,10
LF,PWK,40
LF,PWM,11
LF,RAP,4
LF,RDU,65
LF,RFD,0
LF,RIC,27
LF,RIL,23
LF,RKH,5
LF,RNT,12
LF,ROC,0
LF,ROG,10
LF,ROW,1
LF,RST,3
LF,RSW,16
LF,SAA,7
LF,SAF,10
LF,SAN,26
LF,SAT,74
LF,SAV,7
LF,SBA,12
LF,SBN,30
LF,SBY,26
LF,SC6,6
LF,SCE,41
LF,SCF,18
LF,SDF,35
LF,SFO,15
LF,SGF,0
LF,SGR,11
LF,SHD,7763
LF,SHV,9
LF,SJC,28
LF,SJD,0
LF,SJT,22
LF,SJU,0
LF,SKB,8
LF,SLC,28
LF,SLE,2
LF,SLN,61
LF,SME,3
LF,SMF,21
LF,SOW,2073
LF,SPI,9
LF,SPS,11
LF,SRQ,4
LF,STL,73
LF,STP,13
LF,STX,10
LF,SUA,8
LF,SUS,25
LF,SUX,0
LF,SWF,0
LF,SXM,0
LF,SYI,11
LF,T4X,5
LF,TBN,11237
LF,TEB,1892
LF,TIW,4
LF,TN8,498
LF,TN9,15
LF,TOL,0
LF,TPA,33
LF,TTN,27
LF,TUL,58
LF,TUP,13033
LF,TUS,0
LF,TYS,55
LF,UOX,10
LF,USA,62
LF,UST,9
LF,VEL,9474
LF,VGT,0
LF,VNY,76
LF,XNA,31
LF,YHU,15
LF,YOW,24
LF,YUL,17
LF,YVR,0
LF,YWG,11
LF,YYC,14
LF,YYZ,51
LF,ZXU,29
LH,AMS,332
LH,ATL,66392
LH,AUS,46480
LH,BHM,182
LH,BOS,213205
LH,BRU,0
LH,CDG,324
LH,CLT,80483
LH,DEN,158221
LH,DFW,67758
LH,DTW,70297
LH,EWR,202038
LH,FRA,1622979
LH,HAM,340
LH,IAD,210479
LH,IAH,96768
LH,IND,0
LH,JFK,286619
LH,KEF,1336
LH,LAX,284689
LH,MAN,174
LH,MCO,356
LH,MIA,157275
LH,MSP,29746
LH,MUC,1035990
LH,NLU,0
LH,OAK,174
LH,OKC,224
LH,ORD,274807
LH,PDX,232
LH,PHL,1107
LH,RDU,28703
LH,SAN,56204
LH,SEA,89912
LH,SFO,185143
LH,SNN,0
LH,STL,33192
LH,SWF,272
LH,YHZ,0
LH,YVR,355
LH,YYZ,0
LJ,GUM,126502
LJ,ICN,77037
LJ,PUS,48956
LMQ,EWR,6
LMQ,GVA,2
LMQ,HPN,3
LMQ,LBG,2
LMQ,LCA,6
LMQ,MCO,1
LO,EWR,52361
LO,JFK,113466
LO,KRK,33658
LO,LAX,39900
LO,MIA,42470
LO,ORD,116573
LO,RZE,6246
LO,WAW,350604
LP,ATL,66217
LP,GYE,196
LP,IAD,174
LP,JFK,107669
LP,LAX,90262
LP,LIM,452530
LP,MCO,6
LP,MIA,189975
LP,RSW,195
LR,DFW,8033
LR,GUA,98463
LR,IAD,39842
LR,JFK,79421
LR,LAX,79100
LR,ORD,9435
LR,SAL,93827
LR,SAP,9728
LR,SJO,11214
LX,BDL,171
LX,BOS,103216
LX,DUB,126
LX,EWR,68414
LX,GVA,58122
LX,IAD,49172
LX,JFK,205163
LX,LAX,93798
LX,MCO,185
LX,MIA,124875
LX,ORD,109249
LX,SFO,95498
LX,YUL,155
LX,YYR,308
LX,ZRH,766234
LY,BOS,35949
LY,EWR,145614
LY,FLL,15336
LY,JFK,236535
LY,LAX,80122
LY,MIA,61119
LY,TLV,592075
M3,BOG,0
M3,LIM,0
M3,MAO,0
M3,MCO,0
M3,MDE,0
M3,MIA,0
M3,NLU,0
M3,PBI,0
M3,SCL,0
M3,UIO,0
M3,VCP,0
M6,ANC,0
M6,ANU,0
M6,AUA,0
M6,BFM,0
M6,BGI,0
M6,BGR,0
M6,BOG,0
M6,BOS,0
M6,BRU,0
M6,BWI,0
M6,BZE,0
M6,CGO,0
M6,CHS,0
M6,CUR,0
M6,CVG,0
M6,DFW,0
M6,DOV,0
M6,EDF,0
M6,EIL,0
M6,ELP,0
M6,EWR,0
M6,GEO,0
M6,GND,0
M6,GSP,0
M6,GUA,0
M6,HGH,0
M6,IAD,0
M6,ICN,0
M6,JFK,0
M6,KEF,0
M6,KIN,0
M6,LAX,0
M6,LGB,0
M6,LIM,0
M6,LRD,0
M6,LSV,0
M6,MCO,0
M6,MDE,0
M6,MEX,0
M6,MGA,0
M6,MIA,0
M6,NAS,0
M6,NBW,0
M6,NGU,0
M6,NLU,0
M6,ONT,0
M6,ORF,0
M6,PAP,0
M6,PBM,0
M6,PHL,0
M6,POS,0
M6,PSM,0
M6,PTY,0
M6,RFD,0
M6,RMS,0
M6,RZE,0
M6,SAL,0
M6,SAP,0
M6,SAT,0
M6,SCL,0
M6,SDF,0
M6,SDQ,0
M6,SJO,0
M6,SJU,0
M6,SKB,0
M6,SLC,0
M6,SMF,0
M6,STI,0
M6,SVD,0
M6,SXM,0
M6,TER,0
M6,UVF,0
M6,VCP,0
M6,WRI,0
M6,YHZ,0
M7,ANC,0
M7,ICN,0
M7,LAX,0
M7,MAD,0
M7,MIA,0
M7,NLU,0
M7,UIO,0
M7,ZAZ,0
MF,FOC,17917
MF,JFK,14654
MF,LAX,47859
MF,XMN,47035
MP,AMS,0
MP,BOG,0
MP,FLL,0
MP,GUA,0
MP,MIA,0
MP,SCL,0
MP,SNN,0
MP,UIO,0
MQ,ABE,60
MQ,ABI,94094
MQ,ABQ,59023
MQ,ACA,669
MQ,ACK,1516
MQ,ACT,18050
MQ,AEX,796
MQ,AFW,203
MQ,AGS,11940
MQ,AGU,38533
MQ,ALB,11317
MQ,AMA,125693
MQ,ANU,0
MQ,ATL,42989
MQ,ATW,46170
MQ,AUS,141276
MQ,AVL,67425
MQ,AVP,23799
MQ,AXA,31696
MQ,BDL,34778
MQ,BFL,21258
MQ,BGR,14467
MQ,BHM,146360
MQ,BIL,57381
MQ,BIS,39930
MQ,BJX,3779
MQ,BMI,44253
MQ,BNA,151505
MQ,BOI,18532
MQ,BOS,114489
MQ,BPT,8402
MQ,BRO,79658
MQ,BTR,62904
MQ,BTV,19817
MQ,BUF,29285
MQ,BUR,3160
MQ,BWI,32724
MQ,BZN,4597
MQ,CAE,3964
MQ,CHA,79184
MQ,CHS,60338
MQ,CID,71194
MQ,CLE,37617
MQ,CLL,48200
MQ,CLT,388578
MQ,CMH,192616
MQ,CMI,73915
MQ,COS,23527
MQ,COU,82462
MQ,CRP,144166
MQ,CUU,47501
MQ,CVG,159420
MQ,CZM,14857
MQ,DAB,538
MQ,DAY,12338
MQ,DCA,247715
MQ,DEN,12248
MQ,DFW,4474159
MQ,DGO,10504
MQ,DOM,14961
MQ,DRO,1608
MQ,DSM,58366
MQ,DTW,47596
MQ,ECP,48021
MQ,EIS,40679
MQ,ELH,30700
MQ,ELP,111330
MQ,EUG,1840
MQ,EVV,41160
MQ,EWR,47318
MQ,EYW,114942
MQ,FAR,109293
MQ,FAT,1209
MQ,FAY,139
MQ,FCA,2707
MQ,FLL,530
MQ,FPO,30072
MQ,FSD,45413
MQ,FSM,51167
MQ,FWA,56630
MQ,GCK,22726
MQ,GEG,61
MQ,GGG,11920
MQ,GGT,35801
MQ,GHB,4192
MQ,GJT,29815
MQ,GNV,32385
MQ,GPT,31308
MQ,GRB,20928
MQ,GRK,69935
MQ,GRR,43674
MQ,GSO,83909
MQ,GSP,101575
MQ,HDN,1108
MQ,HHH,69165
MQ,HOU,103082
MQ,HPN,68152
MQ,HRL,103944
MQ,HSV,113236
MQ,HUX,9840
MQ,IAD,1582
MQ,IAH,98761
MQ,ICT,137761
MQ,ILM,70673
MQ,IND,60176
MQ,JAN,61926
MQ,JAX,77083
MQ,LAS,1290
MQ,LAW,5724
MQ,LAX,3118
MQ,LBB,124466
MQ,LCH,3557
MQ,LEX,58621
MQ,LFT,25683
MQ,LIT,222178
MQ,LRD,86130
MQ,LSE,15846
MQ,LTO,4791
MQ,MAF,151771
MQ,MCI,78828
MQ,MEM,95013
MQ,MFE,54308
MQ,MGM,36783
MQ,MHH,41722
MQ,MHK,56390
MQ,MHT,17016
MQ,MIA,1136236
MQ,MID,6134
MQ,MKE,3675
MQ,MLB,134
MQ,MLI,49722
MQ,MLU,47636
MQ,MOB,64480
MQ,MQT,24248
MQ,MRY,29650
MQ,MSN,39359
MQ,MSO,23863
MQ,MSP,55964
MQ,MSY,70721
MQ,MTJ,3711
MQ,MTY,114574
MQ,MVY,1272
MQ,MYR,25414
MQ,MZT,13797
MQ,NAS,18346
MQ,OCJ,5569
MQ,OKC,130977
MQ,OMA,34063
MQ,ONT,4332
MQ,ORD,1990263
MQ,ORF,26375
MQ,PBI,450
MQ,PDX,3516
MQ,PHX,548337
MQ,PIA,38869
MQ,PIT,42302
MQ,PNS,88883
MQ,PSP,5799
MQ,PVD,27406
MQ,PWM,19412
MQ,QRO,211
MQ,RAP,72410
MQ,RDM,26466
MQ,RDU,77058
MQ,RIC,13935
MQ,RNO,17244
MQ,ROC,49889
MQ,ROW,9470
MQ,RST,16347
MQ,RSW,6065
MQ,RTB,5388
MQ,SAF,6104
MQ,SAT,17370
MQ,SAV,57425
MQ,SBA,18021
MQ,SBP,10939
MQ,SDF,95253
MQ,SEA,33238
MQ,SFO,3545
MQ,SGF,247017
MQ,SHV,51541
MQ,SJC,24589
MQ,SJT,32079
MQ,SJU,3491
MQ,SLC,8944
MQ,SMF,16680
MQ,SPI,54
MQ,SPS,6168
MQ,SRQ,1193
MQ,STL,108876
MQ,STS,15291
MQ,STT,38
MQ,STX,63
MQ,SWO,7067
MQ,SYR,54030
MQ,TLH,151017
MQ,TPA,73703
MQ,TRC,32924
MQ,TRI,27350
MQ,TUL,99603
MQ,TUS,48373
MQ,TVC,39514
MQ,TXK,23148
MQ,TYR,9591
MQ,TYS,64129
MQ,VER,10497
MQ,VPS,23482
MQ,XNA,332678
MQ,YQB,1370
MQ,YUL,7581
MQ,YUM,24051
MQ,YYC,2025
MQ,YYZ,89196
MQ,ZCL,15073
MQ,ZIH,9830
MQ,ZLO,2388
MS,CAI,156841
MS,EWR,30036
MS,IAD,36080
MS,JFK,83634
MU,HRB,0
MU,JFK,30983
MU,LAX,97822
MU,PVG,170338
MU,SFO,40405
MX,ABE,31
MX,ABI,130
MX,ABQ,120
MX,ACT,164
MX,AEX,111
MX,AFW,112
